Customer Id,Cost
fffe3400300039003500,2973745.768179987
fffe3300370034003400,3555337.4881799845
fffe380037003400,2986694.817759988
fffe3500380036003000,3142318.6334199873
fffe3800360031003700,2975489.448079988
fffe370031003300,3218746.521459991
fffe3500350032003700,3204259.5614999863
fffe3400370035003100,2986466.725359988
fffe3800310033003400,3217249.456499986
fffe3800350031003600,2975489.448079988
fffe3700300032003200,2972738.518579987
fffe3400350036003400,3043117.096379991
fffe3300390034003200,3027304.343499991
fffe3700330030003300,3035090.797139991
fffe3100350038003600,2996056.5262799882
fffe3900330030003100,3015036.0109799877
fffe3400370033003200,3203070.872219991
fffe3800350031003900,3521889.52119999
fffe3600360034003400,3032715.2355799894
fffe3300380033003000,2973745.768179987
fffe3700330038003800,3031911.726699991
fffe3500340033003100,5347923.697919992
fffe3600380030003900,2976516.9267399865
fffe380036003000,2993623.274239988
fffe3800380034003300,2973745.768179987
fffe310034003100,3060734.5748799862
fffe3500310036003700,2974314.3675799863
fffe3700300039003400,3358166.6453799885
fffe3800320037003400,3414614.7148599913
fffe3600310034003600,3279423.8327399837
fffe3200320034003700,3173912.1932199937
fffe3700330034003400,3211601.614399985
fffe3100300032003200,3336847.255179991
fffe3400340038003100,3014011.90843999
fffe350030003200,3015280.264359988
fffe3200340038003900,2994881.445779986
fffe340036003500,2984218.9901599884
fffe3700310037003100,3112869.773159989
fffe3900360030003100,3106876.506279987
fffe3800310038003800,3332561.1137599866
fffe3500350039003900,3068225.876579986
fffe3100330039003800,3267018.742739989
fffe360034003400,3088459.6144199907
fffe3300380030003500,2972775.0355799873
fffe320036003600,3011062.2057999894
fffe3900330038003700,3120444.5417999863
fffe3400330031003500,3000046.060539988
fffe3800320033003000,3050304.529919985
fffe3200380039003600,3068225.876579986
fffe3200340032003500,3027801.7211399903
fffe3700370036003500,2973745.768179987
fffe3200390030003500,3072317.367439986
fffe3300390036003200,3279423.8327399837
fffe3300380031003000,3027801.7211399903
fffe380038003100,3228151.818359985
fffe3900370034003200,3430117.3263799855
fffe3800340036003900,3357412.8987999884
fffe330035003900,3313829.726559993
fffe3300370031003900,3062895.471639986
fffe3300330034003700,2966496.877279986
fffe3400350030003500,3057050.3875999856
fffe3400340039003300,3180290.0164999897
fffe3200310033003300,3206834.38553999
fffe3200310037003600,3026794.4715399905
fffe3600330039003400,3105869.256679987
fffe3900320030003400,3076649.2088599857
fffe3100310035003900,5281969.287859994
fffe3700340034003800,3122291.6689599897
fffe3400350035003400,3014363.7166999904
fffe3600330033003700,3181297.2660999894
fffe3400350030003900,3035440.7822199906
fffe3300310038003500,2972738.518579987
fffe3100350035003700,3172508.010859988
fffe3600300037003100,3027801.7211399903
fffe3600300033003300,2973745.768179987
fffe3600390035003600,3097912.5057799886
fffe3800300032003800,3068225.876579986
fffe320034003200,3225229.3399199876
fffe3700340031003000,3176623.2121599843
fffe3100320031003100,3035440.7822199906
fffe3600370035003300,3228151.818359985
fffe3500330039003500,2973623.2677799873
fffe3500380031003100,3152180.173799988
fffe3900320035003900,2996056.5262799882
fffe3600330036003100,5247323.0722599905
fffe3200350033003600,3072317.367439986
fffe3600310030003200,3279635.5133399884
fffe3200300037003000,2996056.5262799882
fffe3500320034003300,3161044.2246799865
fffe3800390031003200,3451732.189059987
fffe3700370034003400,3411273.493239992
fffe3100310036003500,2975489.448079988
fffe3500320036003600,3277755.464459987
fffe3900390037003300,3050304.529919985
fffe3600300031003200,3537072.0636799904
fffe3800330038003700,3135308.7582999878
fffe320037003100,3051577.4826399866
fffe3400350032003000,3166314.442339987
fffe3800330033003700,3237846.110519987
fffe3400360035003800,2981093.572399988
fffe3800340038003900,3142204.587219987
fffe3500390038003800,3043766.494959991
fffe3300310032003900,3050304.529919985
fffe3700370037003700,3150242.5231199865
fffe3100310036003700,2992969.5062599867
fffe3300390032003600,3131038.6471199873
fffe3700370036003900,3129891.282099988
fffe3300350038003000,3142318.6334199873
fffe310038003600,3097912.5057799886
fffe3200300031003700,3322348.515979987
fffe3800380031003300,3042889.003979991
fffe3900380038003400,3011248.9607799873
fffe3500310036003500,5292238.169279989
fffe3300300039003700,3099740.8837999906
fffe3900320035003100,3059902.3595199855
fffe3800380034003100,3031911.726699991
fffe3800300031003200,3112869.773159989
fffe3800300037003600,3419102.0297199837
fffe3500380038003600,2970958.4293999863
fffe3100310033003400,3319046.0852999925
fffe370035003000,4190149.388299995
fffe3700370030003200,2986466.725359988
fffe3800340038003500,3160923.36153999
fffe3100320032003900,3246954.26975999
fffe3600340034003700,3000046.060539988
fffe3300320039003300,2975582.386939988
fffe350034003400,3586660.6293599843
fffe3100340039003700,3125602.0975399856
fffe330033003800,3169451.3537399843
fffe3400350036003200,3185855.0439799903
fffe3300380031003200,2976456.7394599863
fffe3100360030003100,2972738.518579987
fffe3300370031003600,3453176.4194599846
fffe3700300034003700,3208028.675239991
fffe3900310031003600,2975230.578679988
fffe3500360037003100,3074149.949419986
fffe350039003400,3016179.46095999
fffe3600390038003200,3101234.4528799895
fffe3800360039003700,2990824.455119988
fffe3600350033003300,2971186.5217999863
fffe3900310031003500,3225229.3399199876
fffe3500300035003600,3112641.680759989
fffe3800390031003300,3048376.074599984
fffe3100350035003600,3105873.411919989
fffe3800390036003400,3201494.682019985
fffe3500320033003600,3048387.314039991
fffe3600370036003700,2992969.5062599867
fffe3700380037003500,2984218.9901599884
fffe3600390032003500,3360085.406939988
fffe3700340036003900,3026794.4715399905
fffe3200390035003700,3305672.8922999855
fffe3900370032003500,3051260.151359987
fffe3500300038003600,3112869.773159989
fffe3600330033003400,4176474.8750599865
fffe330037003100,3105869.256679987
fffe3400390037003200,3097912.5057799886
fffe3800320036003400,2975489.448079988
fffe3800380038003500,2975489.448079988
fffe3200300039003800,3103715.892899989
fffe3900320039003500,3150533.779979986
fffe3600340036003700,3011062.2057999894
fffe3600350037003800,3005690.463439987
fffe3500300037003700,2972775.0355799873
fffe3100380032003600,3226699.322219986
fffe380037003500,3082922.4466399862
fffe3100360034003900,2992969.5062599867
fffe3700310036003500,5376317.694359992
fffe3400330035003200,3512716.43945999
fffe3300330032003200,3170331.3165799864
fffe3100300036003000,3027801.7211399903
fffe3100390034003500,3451732.189059987
fffe3500370031003500,3106876.506279987
fffe3500330039003600,4048860.170699995
fffe3600350038003400,3027801.7211399903
fffe3200390032003100,3197889.189419991
fffe3600310031003100,2987344.2163399877
fffe3700330031003900,3034442.777939989
fffe3700370033003300,3129689.4771799855
fffe3300340038003000,3052478.8048999915
fffe3100330037003300,3311276.847159985
fffe3800370030003700,3980844.2550199907
fffe3300300037003600,3112641.680759989
fffe3800310036003800,3064466.6924399864
fffe3200300033003200,3176623.2121599843
fffe3800350030003600,3100776.446399989
fffe3800320039003200,2992025.2226999877
fffe3100340030003100,3186730.144539984
fffe3500310032003000,3067085.2962799864
fffe3200370033003900,3290435.6160599864
fffe3300380032003900,3046442.385899989
fffe320031003400,2996056.5262799882
fffe3300330038003200,2975489.448079988
fffe3900310032003200,4048860.170699995
fffe3800360039003400,5281969.287859994
fffe3500340038003800,3036740.7543199845
fffe3200350033003700,3015280.264359988
fffe3400330038003300,3050304.529919985
fffe3500310037003100,3060909.6091199857
fffe3500370038003300,3112641.680759989
fffe3700330032003000,2991962.256659987
fffe3900380030003800,2984218.9901599884
fffe3100390037003700,3366763.7187599917
fffe3700300035003100,2991962.256659987
fffe3700310038003000,3070105.6424999908
fffe3200380030003300,2996056.5262799882
fffe3300370036003800,3263085.3093799883
fffe3600340032003000,2986466.725359988
fffe3200310036003000,3122291.6689599897
fffe3700300033003300,3062895.471639986
fffe320031003300,3051577.4826399866
fffe3100360034003800,3319046.0852999925
fffe3400,3036534.481159991
fffe3700360030003400,3051577.4826399866
fffe3400300036003800,3048447.501319991
fffe3600310030003600,3047658.8618599838
fffe3300310036003300,2996056.5262799882
fffe3400390035003800,3198163.5942199836
fffe3700320035003000,3057943.5909999856
fffe3400340037003000,3063761.055359991
fffe3700380033003800,3064466.6924399864
fffe350039003100,3072317.367439986
fffe3400330038003700,3047246.733739991
fffe3700310030003500,3186387.279659989
fffe3100320038003000,3062178.258899986
fffe3600360030003000,2958237.4722199854
fffe3900330034003600,3124594.847939986
fffe320032003100,3160286.3633599877
fffe3700370035003200,3118200.1780999894
fffe3600340030003000,5244585.9794399915
fffe3300340033003700,3059902.3595199855
fffe3300340033003900,3119001.4668799904
fffe3700330031003400,3210810.0304799853
fffe370033003700,3010278.022659986
fffe3700380032003500,3049785.183039991
fffe3700300034003800,3050304.529919985
fffe3900350034003400,3070105.6424999908
fffe3500350033003200,2982005.173239988
fffe3500370037003400,2975230.578679988
fffe3700320031003200,3358375.5904199868
fffe3100390033003100,3011062.2057999894
fffe3900340038003900,3027384.8306399896
fffe3500350038003600,3521889.52119999
fffe3100350037003300,3212868.0259599863
fffe350031003400,3267971.6361399847
fffe3600360031003100,3358166.6453799885
fffe3600360030003300,3027801.7211399903
fffe3700350037003300,2973745.768179987
fffe3100310032003300,3132776.737579986
fffe3600310033003000,2991965.0354199875
fffe380033003300,3186730.144539984
fffe3600330031003000,3027801.7211399903
fffe3900380034003400,3029744.1741799917
fffe3600380039003900,3189157.643539991
fffe3900340031003400,2992025.2226999877
fffe3500350031003500,3152851.4987799875
fffe3200390034003500,3118200.1780999894
fffe3300320036003100,3152851.4987799875
fffe3500370034003000,3059902.3595199855
fffe3700350031003700,5244585.9794399915
fffe3300390032003800,3050304.529919985
fffe360038003500,5385121.858759994
fffe3900300037003100,3056233.061179986
fffe3900310031003700,3213843.5645399857
fffe3100320033003300,3136421.486739986
fffe3200320035003800,3325476.697199987
fffe3200360034003300,2991965.0354199875
fffe3600330031003300,3033941.279259987
fffe3900390035003600,3161017.7704599896
fffe390032003600,3334748.076679987
fffe3600370037003900,3097912.5057799886
fffe3700300031003600,2966496.877279986
fffe3900340030003300,3175577.7466199915
fffe340032003700,3049297.2803199855
fffe3600350035003200,2975230.578679988
fffe3700360036003000,4176474.8750599865
fffe3800300036003100,2984218.9901599884
fffe3400330037003400,5244585.9794399915
fffe390038003600,3068118.785119991
fffe3300360035003000,5385121.858759994
fffe380036003600,3108146.1330399895
fffe3400390036003200,3031911.726699991
fffe3300300030003800,3182610.079439994
fffe3800330039003100,3118849.5730599863
fffe3400380030003000,3027801.7211399903
fffe3800310036003900,3049297.2803199855
fffe3500320038003700,3106876.506279987
fffe37003200,3048447.501319991
fffe3300370038003100,3142465.031139988
fffe3800380039003000,3279423.8327399837
fffe3500340030003600,3051260.151359987
fffe3700300039003300,3349368.045319988
fffe3800310034003100,3052463.0924799913
fffe3500360038003000,2972738.518579987
fffe3800370036003100,2982005.173239988
fffe3700320032003600,3131516.931859988
fffe3800330033003400,3187737.3941399837
fffe3700320034003300,4067509.774379989
fffe3300330039003000,3031092.0221999907
fffe3400300039003400,2993191.1832599877
fffe3500360034003300,3262128.4282399877
fffe3700350038003000,3091907.2092999835
fffe3100310031003500,3980844.2550199907
fffe3400330035003600,3031092.0221999907
fffe3800300034003700,3016179.46095999
fffe3200300038003700,5385215.580999987
fffe3500320037003300,3051577.4826399866
fffe3200300031003800,3118200.1780999894
fffe3700360035003000,2980561.4892199878
fffe3500330030003500,3019708.516479989
fffe3700300032003700,3170331.3165799864
fffe3200320031003800,3057797.9703999837
fffe3600390036003400,3117059.5977999894
fffe3800320036003600,2972738.518579987
fffe390030003000,3026794.4715399905
fffe380038003200,3036746.53915999
fffe3600320032003300,3206834.38553999
fffe3300350038003700,2975489.448079988
fffe3800380035003100,3060734.5748799862
fffe3200310032003800,3263805.6657799887
fffe3500350038003100,3118666.484279989
fffe3500350037003000,3200550.334999985
fffe3900350037003300,3027338.8123999885
fffe3400340032003800,3414614.7148599913
fffe3700330036003100,4031584.777219995
fffe3800380032003400,3449236.0176399853
fffe3400380033003300,3034777.8832799834
fffe3500390035003600,3576741.4172799876
fffe3200380039003700,3220118.2504799855
fffe380036003300,3101724.5907599893
fffe320035003600,3122291.6689599897
fffe3900370030003000,3064466.6924399864
fffe3500350036003900,3125602.0975399856
fffe3200340032003600,3068225.876579986
fffe3500320031003200,3192793.2647599843
fffe3400300035003500,3044252.122339984
fffe3800330032003800,2982005.173239988
fffe3400380030003700,3212714.4810399846
fffe3100390035003600,3360085.406939988
fffe3400350034003500,5281969.287859994
fffe3300390033003800,2992025.2226999877
fffe3100300038003900,4068910.4682399947
fffe3200390037003900,2996056.5262799882
fffe3700350030003800,3051750.2892399863
fffe3600370034003500,3243783.6619599867
fffe3500350039003800,3142465.031139988
fffe3800300034003300,2995641.493959988
fffe3800370030003600,3202433.8740399885
fffe3500360031003100,3393577.262039992
fffe3800390031003100,2992969.5062599867
fffe3500360031003800,3217792.9283999875
fffe310038003300,3297363.478419985
fffe310035003900,3086834.77235999
fffe350036003400,2991965.0354199875
fffe3800390038003100,2971835.920379986
fffe3600300034003000,3435040.6779799825
fffe3300380030003400,3262595.1714999885
fffe3800310033003900,5343698.59873999
fffe3400380032003200,3122275.9565399894
fffe3800310030003300,3211111.476519985
fffe3400330032003500,2972738.518579987
fffe3900370032003900,2980849.7337199873
fffe3800330037003700,3118200.1780999894
fffe320036003800,3035149.525359991
fffe3500380035003900,3261884.5895599877
fffe3200310036003700,5487688.346079994
fffe3400390030003800,3705942.776699986
fffe3900340039003700,3059123.327639986
fffe3300360038003800,3279635.5133399884
fffe3200390033003500,3414614.7148599913
fffe3600360034003500,3150242.5231199865
fffe3600360031003300,3142204.587219987
fffe3700310033003500,2986466.725359988
fffe3900330037003100,2973745.768179987
fffe310032003100,3237846.110519987
fffe3800360034003500,3125602.0975399856
fffe3100330034003300,3206390.5609999886
fffe3900340038003200,4140726.8848799923
fffe370032003200,3124594.847939986
fffe3300310030003500,3159916.11193999
fffe320036003700,3026794.4715399905
fffe3500320037003900,3131189.415579986
fffe3400370031003400,3026331.562799989
fffe3900340037003100,3147588.851079987
fffe3300380035003200,2994713.1861599875
fffe390030003200,3485236.108839987
fffe3200360033003200,3256627.062519989
fffe3200340039003600,2958237.4722199854
fffe3300300033003400,3105869.256679987
fffe38003800,3047246.733739991
fffe3600330031003400,3025084.5712199896
fffe3700350038003800,5382225.946519995
fffe3700340031003500,3252371.7459599893
fffe3700390037003100,3521889.52119999
fffe3200360035003700,3393577.262039992
fffe3500320037003000,3027801.7211399903
fffe3800390038003400,3035785.1328799836
fffe3200300031003400,3186809.204479983
fffe3500350038003800,3050304.529919985
fffe3500340031003900,3358166.6453799885
fffe3600340038003300,3070105.6424999908
fffe3500310039003000,3049785.183039991
fffe3600390034003100,3051260.151359987
fffe3400330034003400,3122897.115659988
fffe350038003200,2982005.173239988
fffe3100360035003400,3011062.2057999894
fffe310037003400,2994713.1861599875
fffe3800340035003200,3279635.5133399884
fffe3800360036003000,3268045.2024199893
fffe3500340033003200,2970779.233079986
fffe3500330035003400,2982005.173239988
fffe3100310033003200,3216578.1315199863
fffe3200330030003100,3322118.540999986
fffe3900320038003500,4105124.393739989
fffe3700310038003800,3411273.493239992
fffe3200380033003500,4107416.141679993
fffe3100360035003500,3228151.818359985
fffe3200360030003900,2996056.5262799882
fffe3900360035003100,3126120.0485399906
fffe3800340034003500,3227401.4637399903
fffe3100370031003000,2996056.5262799882
fffe3500320035003500,2980548.230319986
fffe3400360034003900,3042889.003979991
fffe3900330037003300,3068225.876579986
fffe3300320039003800,3383786.75653999
fffe3700350030003500,3062667.3792399857
fffe3600380031003300,3265803.545819989
fffe3700360030003700,3049297.2803199855
fffe3900350033003900,3064303.626799986
fffe3900350037003900,3035440.7822199906
fffe3200390035003300,2975489.448079988
fffe3500380037003300,3056233.061179986
fffe3800300032003500,3013279.503459986
fffe3700360032003300,3047516.378099989
fffe3900330034003300,3166374.6296199868
fffe3200330039003200,3063544.870219986
fffe3300350037003600,2991962.256659987
fffe3100350038003100,3249978.4008999886
fffe3200330038003100,3145515.153179988
fffe3700330038003200,3187737.3941399837
fffe3700360033003800,3035090.797139991
fffe3800370038003100,3253687.616019989
fffe3800340035003600,2965053.1932599866
fffe3100370033003800,3068225.876579986
fffe3500300031003700,3034905.686679991
fffe3500360039003700,3224222.090319988
fffe3500330031003500,3223444.77677999
fffe3500310035003000,3049297.2803199855
fffe3700340034003000,2982005.173239988
fffe3600320036003000,3106876.506279987
fffe3800370033003300,3271035.6169799888
fffe3400360031003400,3035785.1328799836
fffe3300370037003300,3120124.519719986
fffe3200330030003400,3153345.115019994
fffe3600370037003100,3194715.789019989
fffe3100360036003100,3025096.02967999
fffe3200350035003300,3057294.226279986
fffe3400360033003600,3265803.545819989
fffe3400390031003800,3279635.5133399884
fffe3500370036003300,3116361.7945399894
fffe3300350032003400,3217792.9283999875
fffe3700340038003700,3050304.529919985
fffe3700330037003100,2981384.8292599875
fffe3600350031003800,3152851.4987799875
fffe3800310033003700,5415215.23471999
fffe3200300038003500,3048387.314039991
fffe3300310032003200,3015280.264359988
fffe370032003000,3115579.826719986
fffe3900310034003600,3026794.4715399905
fffe3100370032003900,3256616.3075399864
fffe3200360031003100,3125602.0975399856
fffe370037003300,2996056.5262799882
fffe340037003000,3468360.658039987
fffe3100380035003700,2972738.518579987
fffe3100360031003700,3287036.643939988
fffe3600380030003700,3036534.481159991
fffe3600350030003500,3105527.3363399846
fffe3600340030003900,3222821.4134199847
fffe3800300034003800,5286354.6939799925
fffe3500330031003800,2993191.1832599877
fffe3600350030003400,3358166.6453799885
fffe320031003100,3227401.4637399903
fffe3100360030003900,3096905.256179989
fffe3400340036003000,3216232.3068799893
fffe3800310032003700,2973745.768179987
fffe3400380038003600,3360085.406939988
fffe360036003600,3097937.187439991
fffe390039003900,3124594.847939986
fffe3700380030003600,3026794.4715399905
fffe3200340030003800,3209065.9560799827
fffe3400310037003300,3185855.0439799903
fffe3800390032003300,3105869.256679987
fffe3100340033003800,3105866.84079999
fffe3900390031003400,2986298.987499988
fffe3600350034003000,3138924.334259988
fffe3100360032003300,2996040.813859988
fffe3600390037003900,3105873.411919989
fffe3700350036003300,3453176.4194599846
fffe3400370030003800,3097912.5057799886
fffe360032003600,3104658.363459989
fffe380037003800,3105869.256679987
fffe3700320039003200,2976404.7820199844
fffe3800300030003600,2996056.5262799882
fffe3700390033003400,3431286.751219992
fffe3500370037003300,2973745.768179987
fffe3300330038003700,3027801.7211399903
fffe3300310031003600,3613477.9917599927
fffe3500370031003700,3036534.481159991
fffe3600330032003000,3187737.3941399837
fffe350038003700,3152851.4987799875
fffe3700370033003400,3106876.506279987
fffe3900310032003100,5244585.9794399915
fffe3300300035003300,3127523.8309199912
fffe3500350030003700,3089686.3610799876
fffe3800300030003900,2972738.518579987
fffe320033003100,5244585.9794399915
fffe3300360030003600,3225229.3399199876
fffe3400370039003600,2975489.448079988
fffe370036003300,3185424.0002599866
fffe3500320031003600,3012069.455399989
fffe3300300031003400,3209677.0376999853
fffe3100360036003600,2973745.768179987
fffe3200380039003300,3049785.183039991
fffe3200380036003500,4090986.8074399885
fffe3100360034003700,3197626.4210799905
fffe35003900,3052478.8048999915
fffe3300380031003100,3063544.870219986
fffe3400300037003700,3131315.0955199893
fffe3100310039003900,3015280.264359988
fffe3200320034003400,3149425.0553599927
fffe380034003400,2973745.768179987
fffe3900330033003300,3451154.779199985
fffe3200310034003500,3170331.3165799864
fffe3600330035003500,3237846.110519987
fffe3900380039003400,2973745.768179987
fffe3600310034003100,3035785.1328799836
fffe3800360037003300,3140499.5675399834
fffe3200380039003000,3036534.481159991
fffe3600320031003000,3027801.7211399903
fffe3300360039003400,5278767.817839992
fffe3400320032003400,2975489.448079988
fffe3600320034003000,3086491.086059988
fffe3100370039003700,3059902.3595199855
fffe3300300032003100,3339047.9541199887
fffe3500380038003400,3211111.476519985
fffe3400350036003500,2972738.518579987
fffe3800380034003900,2977682.887299986
fffe3600320030003800,3106876.506279987
fffe3500350030003900,2991157.3093599863
fffe3500310038003500,3175577.7466199915
fffe3500320039003400,3197103.469099988
fffe3700340030003900,3161044.2246799865
fffe3100390032003400,3269279.2336799894
fffe3700330036003000,2972738.518579987
fffe3200320038003800,3512716.43945999
fffe3400300036003200,3194101.5107199913
fffe3900360037003000,3051577.4826399866
fffe3500350030003500,3143082.078199987
fffe3800390032003400,2986466.725359988
fffe350036003300,2981384.8292599875
fffe3800370034003700,2975489.448079988
fffe3100350036003700,3360085.406939988
fffe3600300030003600,3189090.240079992
fffe3600370031003700,3027801.7211399903
fffe3700320034003200,2977600.606659988
fffe3500370034003200,3049297.2803199855
fffe3300330039003300,3164618.714759988
fffe3600370039003100,2973745.768179987
fffe350030003400,3026794.4715399905
fffe380033003900,3027801.7211399903
fffe3200370038003000,2975230.578679988
fffe3600340031003000,3358166.6453799885
fffe3700330037003500,3057943.5909999856
fffe330039003600,3026794.4715399905
fffe3300350033003700,3580449.2335799853
fffe3500370039003100,2957230.2226199857
fffe3100390032003800,3036740.7543199845
fffe3900350030003700,3223384.5894999905
fffe3300390036003600,3411273.493239992
fffe3700360039003700,3228151.818359985
fffe3700360037003100,3360085.406939988
fffe320030003200,3000046.060539988
fffe3400390035003900,3106876.506279987
fffe38003900,3034777.8832799834
fffe3600370030003100,3360085.406939988
fffe3200370034003300,3027801.7211399903
fffe3900370039003800,3186460.480979991
fffe3500320034003600,3029744.1741799917
fffe3100330038003800,2986466.725359988
fffe3500300034003700,2973745.768179987
fffe3700370039003300,2966496.877279986
fffe3900350036003900,4031584.777219995
fffe3300370034003700,2975582.386939988
fffe390037003300,2991913.0779799856
fffe3100300031003900,3186730.144539984
fffe3600330039003500,3267312.8916999865
fffe3200320037003800,3161055.1304199854
fffe3400300030003200,3130412.2570399875
fffe3800320033003500,3051577.4826399866
fffe340032003500,5321071.307779992
fffe3700340035003700,3236362.4861199907
fffe370037003700,3057797.9703999837
fffe3600380031003900,3104429.7278999896
fffe3100340031003600,3031911.726699991
fffe3400320038003600,3090158.8353199875
fffe3700340032003100,3213239.5531199886
fffe310039003500,3027801.7211399903
fffe3500350030003600,2981384.8292599875
fffe3400300035003200,3050304.529919985
fffe3300350039003200,3000046.060539988
fffe3100390030003400,3140418.3045599903
fffe3300310039003300,3159916.11193999
fffe3400360032003400,3199648.224879983
fffe3400310032003900,3149998.684439986
fffe3500370035003600,2986694.817759988
fffe3800320039003600,2958237.4722199854
fffe3800390039003300,3029744.1741799917
fffe3600300036003100,3031514.4679999896
fffe3900380035003700,3188837.6214599917
fffe3900350031003100,3279635.5133399884
fffe31003800,3050304.529919985
fffe3700300035003500,3101234.4528799895
fffe3700320033003000,3251891.3673399887
fffe3700390031003400,3149998.684439986
fffe3500390030003400,3036534.481159991
fffe3600380039003800,2965876.533299986
fffe3100310038003100,3109026.692619991
fffe3500310031003100,2959722.2827199865
fffe3500350034003100,3262595.1714999885
fffe3200320039003100,3118200.1780999894
fffe3300360039003300,3267312.8916999865
fffe3500370033003600,3105869.256679987
fffe3900300035003100,2957230.2226199857
fffe3900320032003000,2991962.256659987
fffe3700390030003200,3286004.9044799837
fffe3800330036003400,3158062.3766599856
fffe3900330037003900,3078830.955779986
fffe3400300039003000,3035440.7822199906
